max_depth,n_learner,f1_score,elapsed_time,total_score
38,24,0.950681725,0.525633812,0.902169049
38,24,0.950681725,0.521300793,0.902255709
38,24,0.950681725,0.527686119,0.902128002
38,24,0.950681725,0.520210505,0.902277515
38,24,0.950681725,0.520182133,0.902278082
38,24,0.950681725,0.528057098,0.902120583
38,24,0.950681725,0.521046877,0.902260787
38,24,0.950681725,0.525759935,0.902166526
38,24,0.950681725,0.522597313,0.902229779
38,66,0.954917513,1.372909307,0.889459327
38,24,0.950681725,0.519072294,0.902300279
38,117,0.956282776,2.40951395,0.870092497
38,24,0.950681725,0.522509336,0.902231538
38,24,0.950681725,0.532913446,0.902023456
38,24,0.950681725,0.521491289,0.902251899
38,24,0.950681725,0.517614603,0.902329433
38,24,0.950681725,0.522089958,0.902239926
38,24,0.950681725,0.520553589,0.902270653
38,24,0.950681725,0.527033329,0.902141058
38,24,0.950681725,0.527134418,0.902139036
38,24,0.950681725,0.518017769,0.902321369
38,24,0.950681725,0.519632816,0.902289069
38,24,0.950681725,0.528261662,0.902116492
